Id,SalePrice
2347,146981.95554632164
783,207489.23849702458
1322,74796.89985194014
194,95762.77512348714
1770,267277.81273376534
2143,137422.1356218984
1229,203563.5402452886
511,262305.9459960215
46,206194.1858270382
1348,130314.17455918221
2465,199824.34971408773
387,236040.97166413904
873,210817.70284312533
1918,123082.69068400508
2764,215818.11194287377
2184,119830.92014449087
934,144945.33296358117
1920,127231.65289527806
2631,139560.5168343074
1768,397143.1217111349
2040,120529.4003315055
1749,195186.92199565526
834,221604.2673836078
1457,208619.34906896023
79,108247.79861856351
2302,141496.62271392657
1817,136694.30126863378
2755,206396.33196463552
359,177626.68893418278
2059,105472.71111542327
2092,214872.49924258504
2516,219475.5285814094
150,108897.48312828108
1656,133317.11099557017
83,96192.40738047894
2411,173315.75423196267
795,56753.680473387736
2312,200360.57654399093
2917,111200.41779275925
1624,169184.10853575708
2215,266393.6648675214
1211,140570.25678827008
1485,159106.53836967854
1024,170109.16350758754
570,199220.50071942975
2874,142540.19982131303
700,129505.99065471996
2756,182623.19046370045
2022,176337.672504071
583,199896.19234746482
2392,300384.31602807855
2424,167231.0097054616
212,94740.98198241476
736,135169.79438817722
1610,160848.8999488864
890,105989.28115019985
467,177132.46660648263
578,203085.3258718245
1747,190428.53689495928
1149,145472.66229983902
2758,227821.85694875973
857,137849.31284827934
2219,237256.60845856805
733,91618.89143448985
2909,109466.04462976966
1798,245260.4547203294
235,116036.21010375212
2366,118012.82638501721
1027,125023.1628472984
1195,135740.659123332
1303,54940.700500410225
148,169639.93683729495
608,143152.9994090316
2515,215133.76996478793
821,222289.01839281883
2500,235762.74039508638
745,119324.80978070569
741,134845.87076391777
1611,143124.45686530945
2532,132979.60260079315
1081,217714.31663857773
1692,339401.4398513302
2520,182652.31934278892
276,104650.08095539227
1992,135985.86095828522
663,47636.790493828215
418,119150.37192578617
1733,188587.84283804486
2359,145659.82011854887
253,175886.81828010007
1518,161835.2698362389
2035,154370.9674233249
2919,73489.39286750038
1540,237973.07638265996
2120,149517.38663258904
1674,155192.8052223487
256,146152.21240230824
2361,132093.57334330268
978,97183.67378135366
2280,136770.85776317882
2095,208594.66111802246
1709,294620.9775334044
2801,229273.0636067517
1246,112630.16910007579
2373,99928.38598286039
1055,262857.4116659625
2017,131456.93019266205
1099,234022.60929828262
1344,100368.58590373225
835,191549.91428543394
1117,199136.20131092748
2043,78082.04528204714
2085,119055.43226646644
410,125992.36568732795
2650,114259.08587091364
2867,182884.96368330298
1668,113905.51084725322
1161,170953.08036723774
2122,174567.47992018002
2539,155504.70609519916
1047,132683.57655467192
1445,120910.11880765334
541,119523.30881289476
569,200410.61416202443
1276,114519.73868214869
918,165768.92442504587
326,164297.61134528104
1936,132083.9079283697
895,89955.74886058844
257,151227.0992439725
1241,155550.7669898611
1545,123939.55173824268
1189,172426.1098152126
270,143563.99677791985
2066,160613.52635988704
693,106766.1745247769
1259,141345.95995461196
2916,142293.80206742793
2321,247292.87850576447
1977,93111.83131109933
1895,143671.1931590751
1240,169729.46531821176
85,143824.92731926826
1823,124558.26377291381
825,242844.53380372544
110,224730.13322861184
697,116510.89827405602
2297,122028.55426689921
1231,128943.45555016279
1355,137251.82021651074
968,275368.051549416
584,192058.62487019313
1315,121032.25192180419
1606,151751.85725537126
206,67232.65341919537
1685,288229.44401623326
2016,140558.68320426083
869,192317.2117219081
2135,116267.9355125931
2346,170092.3761329889
2430,209608.16872683473
2198,109709.98039749407
2652,122253.22654396913
27,119800.40551500185
241,152488.53326939978
906,137192.08061070455
1506,106161.11869070178
2098,292138.5209091167
1435,209211.5189741437
2213,154130.88165173985
1274,126797.36967975451
743,41654.89234375987
1737,178072.70851124
2797,250696.10405181305
2185,32223.606339409685
58,167265.1613321117
830,191295.91347068324
808,103272.58226390016
680,149469.2644571543
1153,99525.0167074461
1291,131714.40846666144
1818,118348.58806735702
2161,174698.06578109786
1883,109883.1707501719
350,288710.31396047946
2473,128029.84373670528
295,172195.53776865473
293,169636.87037421728
859,120129.14009175249
288,56442.51776122888
1578,160030.63372972744
102,184773.88980755155
2831,127556.77101247071
1030,149799.54697573627
2551,148614.12386936403
1286,149245.65774790655
958,263953.449991305
776,129794.77164429042
72,242727.4862501406
2263,222832.10867274588
1866,136653.11676694735
2876,77693.95182913127
2146,217306.3345689278
103,172468.85417319002
1500,147435.13970039826
492,173919.63081809282
167,140996.37920952783
2597,115520.06479829841
2685,115734.29799419512
1035,148406.81456742657
1220,67516.84240091423
2602,142860.73712484672
2159,194181.79732191717
695,124345.63506228308
1109,246264.4973295034
640,165316.40610972897
1652,137991.32305521122
2090,196784.62813886488
1188,163802.43125770398
2345,216557.1942350254
1059,334748.4132768064
2751,211112.28331275104
128,182935.9000494917
1523,191518.49375595702
2925,169873.26816929967
2145,260713.47169897877
1121,211315.19970101607
566,238521.26122286535
565,238803.21640628565
1331,139470.87844312284
2928,120193.16423981753
156,139086.72698315408
797,132786.90262643012
327,93814.26582309538
2859,137597.3493095061
1453,124861.31822164204
1762,291936.33632248215
1868,188277.3544309976
1760,169002.052918428
1113,232872.16977486789
1812,190606.33608636245
117,150561.84503444837
1142,199950.14707546533
2342,315660.95383718144
927,148417.2602798957
2478,175892.11302529575
655,88489.80883184703
2064,130286.20820171744
369,234109.48958145536
2239,121143.70557932355
2732,211573.15268838804
1653,154133.8105558186
959,197367.3559025908
2395,296681.7189755296
1412,97504.95679923809
271,226365.74706928473
1484,147044.91130700114
1497,160236.80293084652
552,136255.5096964195
2,114464.9998694501
1855,272821.7985929462
4,232063.5650809326
2292,146088.99293110622
134,130260.04142335287
646,102825.99818844545
42,258940.2008064645
532,220921.94481705115
713,63872.59202921779
2561,132097.1587127312
2360,129910.22793513443
1333,138476.9573299461
1407,204130.98055682532
2892,264652.22775859694
574,211020.05561139793
1227,175063.49573720447
2591,189750.27947916713
1476,201356.9245663845
1125,233014.90239089317
1446,143392.4755004464
408,121244.60626621358
1101,258578.85981631803
2251,197669.03173741404
373,169406.3151949499
2554,128094.61502598891
2382,243335.7530217179
1985,89320.55756609119
519,228676.60107918963
1093,177707.42503944848
864,214592.26722524132
2889,155282.1061567606
2308,178328.94086271565
986,192943.1797196175
1302,147349.75984641496
585,148131.9814854605
2708,154907.03081447768
147,129165.21045765076
1441,203341.85628908285
383,179319.9502632522
285,124084.7792238341
181,93717.87233121032
358,180208.2033859195
780,157673.6964633466
258,179529.96881692763
1865,195095.20729744178
692,112617.70860849804
2902,277934.3020258272
508,229155.70381132816
2638,137854.86192000963
36,125041.2335610123
611,148889.21964689522
2281,141516.73536209838
1678,115129.44393862368
1696,343816.81420989404
1557,81707.36347314133
2180,157896.04436770637
1726,207943.99972065428
951,147385.69744557157
267,204313.6983525148
2706,138127.36470769614
2221,248522.15398147132
1357,174560.46492627313
2901,265570.127811714
347,174792.77816379027
2164,182935.6881206122
1586,270020.4831931264
360,151860.55235827807
1769,238070.78940714683
2617,147052.75616633217
1879,128230.65124819432
991,204584.6559732387
1535,126088.27982981454
1191,132351.91907914865
1579,205000.2302305753
1882,154479.48658613008
1510,132628.49397131347
2196,145445.8516181455
1845,184386.89171184236
2336,295853.49269084935
942,88697.11221397088
861,138859.42506057947
2555,127929.61019716563
1392,153663.17927073382
2099,216011.60910567132
1543,126522.78892968426
948,260604.6294799559
1239,182741.22401303015
22,171307.5928729734
2796,223323.40655530716
2747,175513.8637370788
92,264594.5815912315
210,150522.52319242866
1858,194929.29541960714
2228,159332.0242002074
447,212241.53447785997
827,223988.735667608
1649,196383.17129977266
682,129306.67708336683
2698,87188.18802160825
494,160449.59826653745
214,107095.7636805721
2441,213456.77214844094
2679,125271.22531799506
1336,132077.74401839098
465,175693.32832957988
1524,166701.08710853712
2543,101493.82557775003
631,144375.42110936157
2452,273859.58365207445
228,142718.42947764325
126,157876.6531637974
1092,213996.5308809445
1122,200312.25976477377
932,204439.80856414424
1980,79546.21611165549
2171,102473.28369723225
551,149696.3294090517
2768,152288.93241334075
2056,106577.85011569897
1159,286978.27702779695
2645,110116.5813550239
1174,185768.83326190984
2266,194902.9127633925
2462,324584.3843800005
1219,143032.86888578083
2922,159230.86819161742
118,139579.28713850415
474,158937.831699745
2576,145088.52096086784
872,241737.30172691212
1077,204863.72482279252
1536,158953.68402250353
1150,127300.32605014383
2341,280247.24388917314
1931,141166.07087256547
2785,129020.30838329947
2538,123114.25540862593
597,194995.205415823
464,185438.083219114
233,203673.7379956197
2169,130777.354456553
2123,172870.4894401358
1867,168600.6418461758
137,214351.93717184933
515,239101.40491775144
933,114734.80040314734
2784,157984.59218972607
972,160026.10117984517
599,166020.13652633762
2614,123514.40001597509
2582,146755.06057119026
1409,145513.661177881
175,94755.7246250927
352,213509.14569869224
976,113722.11913295806
2134,185899.94386123377
984,111637.07495154924
2396,304382.5763470392
1673,137661.08806614685
404,112294.94913880457
607,165528.2188485254
814,144966.14906464762
868,177294.09340439423
2271,176396.50125126977
1633,202593.29195868075
337,180492.9418585554
2765,157743.84046772262
1746,228635.1087182156
368,254444.00907336856
2806,198497.82617780086
1662,176172.93339178633
1234,194410.70618155692
1373,123809.29629307127
1672,107362.4118763219
1939,125354.85853912197
